,NI,u
5680,4.3688664046354075,11378
5681,4.3688664046354075,5764
5682,4.3688664046354075,1710
5683,4.209527992825524,4357
5684,4.209527992825524,5735
5685,4.209527992825524,6613
5686,4.209527992825524,3335
5687,4.209527992825524,6843
5688,4.209527992825524,3989
5689,4.136722987568074,4135
5690,4.136722987568074,2072
5691,4.136722987568074,4175
5692,4.136722987568074,4590
5693,4.136722987568074,9685
5694,4.136722987568074,9910
5695,4.136722987568074,5425
5696,4.136722987568074,11164
5697,4.136722987568074,12222
5698,4.136722987568074,13230
5699,4.136722987568074,7276
5700,4.136722987568074,3756
5701,4.136722987568074,3758
5702,4.136722987568074,3793
5703,4.136722987568074,8085
5704,4.123105625617661,8281
5705,4.123105625617661,2085
5706,4.123105625617661,8404
5707,4.123105625617661,8403
5708,4.123105625617661,2109
5709,4.123105625617661,2110
5710,4.123105625617661,1055
5711,4.123105625617661,264
5712,4.123105625617661,8535
5713,4.123105625617661,14295
5714,4.123105625617661,4294
5715,4.123105625617661,14204
5716,4.123105625617661,2179
5717,4.123105625617661,2214
5718,4.123105625617661,2216
5719,4.123105625617661,568
5720,4.123105625617661,9213
5721,4.123105625617661,4643
5722,4.123105625617661,1163
5723,4.123105625617661,291
5724,4.123105625617661,146
5725,4.123105625617661,9455
5726,4.123105625617661,9586
5727,4.123105625617661,9625
5728,4.123105625617661,4819
5729,4.123105625617661,2410
5730,4.123105625617661,2423
5731,4.123105625617661,9711
5732,4.123105625617661,4891
5733,4.123105625617661,611
5734,4.123105625617661,4960
5735,4.123105625617661,5012
5736,4.123105625617661,5074
5737,4.123105625617661,5075
5738,4.123105625617661,10222
5739,4.123105625617661,2556
5740,4.123105625617661,12681
5741,4.123105625617661,5186
5742,4.123105625617661,10470
5743,4.123105625617661,13318
5744,4.123105625617661,5281
5745,4.123105625617661,10636
5746,4.123105625617661,10647
5747,4.123105625617661,2677
5748,4.123105625617661,10756
5749,4.123105625617661,10818
5750,4.123105625617661,2705
5751,4.123105625617661,5433
5752,4.123105625617661,5432
5753,4.123105625617661,10900
5754,4.123105625617661,2724
5755,4.123105625617661,10911
5756,4.123105625617661,10912
5757,4.123105625617661,10914
5758,4.123105625617661,10916
5759,4.123105625617661,2732
5760,4.123105625617661,11041
5761,4.123105625617661,2761
5762,4.123105625617661,11055
5763,4.123105625617661,172
5764,4.123105625617661,11094
5765,4.123105625617661,5560
5766,4.123105625617661,5562
5767,4.123105625617661,5567
5768,4.123105625617661,5608
5769,4.123105625617661,5609
5770,4.123105625617661,11224
5771,4.123105625617661,11246
5772,4.123105625617661,11249
5773,4.123105625617661,11263
5774,4.123105625617661,11265
5775,4.123105625617661,11341
5776,4.123105625617661,11454
5777,4.123105625617661,11455
5778,4.123105625617661,1437
5779,4.123105625617661,11541
5780,4.123105625617661,11602
5781,4.123105625617661,5809
5782,4.123105625617661,11642
5783,4.123105625617661,11656
5784,4.123105625617661,11789
5785,4.123105625617661,11790
5786,4.123105625617661,1477
5787,4.123105625617661,11912
5788,4.123105625617661,5970
5789,4.123105625617661,11953
5790,4.123105625617661,2991
5791,4.123105625617661,1501
5792,4.123105625617661,12073
5793,4.123105625617661,12129
5794,4.123105625617661,3035
5795,4.123105625617661,12146
5796,4.123105625617661,6083
5797,4.123105625617661,6108
5798,4.123105625617661,12255
5799,4.123105625617661,12280
5800,4.123105625617661,12281
5801,4.123105625617661,6141
5802,4.123105625617661,3090
5803,4.123105625617661,12653
5804,4.123105625617661,6217
5805,4.123105625617661,6241
5806,4.123105625617661,6267
5807,4.123105625617661,14551
5808,4.123105625617661,12583
5809,4.123105625617661,12590
5810,4.123105625617661,12591
5811,4.123105625617661,12640
5812,4.123105625617661,12654
5813,4.123105625617661,12685
5814,4.123105625617661,12782
5815,4.123105625617661,1601
5816,4.123105625617661,6432
5817,4.123105625617661,12883
5818,4.123105625617661,12549
5819,4.123105625617661,12973
5820,4.123105625617661,3272
5821,4.123105625617661,13097
5822,4.123105625617661,13192
5823,4.123105625617661,13389
5824,4.123105625617661,6704
5825,4.123105625617661,6705
5826,4.123105625617661,13468
5827,4.123105625617661,13557
5828,4.123105625617661,13556
5829,4.123105625617661,6809
5830,4.123105625617661,428
5831,4.123105625617661,3432
5832,4.123105625617661,6890
5833,4.123105625617661,6888
5834,4.123105625617661,6950
5835,4.123105625617661,6949
5836,4.123105625617661,3481
5837,4.123105625617661,6999
5838,4.123105625617661,14058
5839,4.123105625617661,14280
5840,4.123105625617661,14284
5841,4.123105625617661,3600
5842,4.123105625617661,14420
5843,4.123105625617661,1808
5844,4.123105625617661,14544
5845,4.123105625617661,14600
5846,4.123105625617661,14671
5847,4.123105625617661,1837
5848,4.123105625617661,15192
5849,4.123105625617661,7469
5850,4.123105625617661,15193
5851,4.123105625617661,3850
5852,4.123105625617661,11657
5853,4.123105625617661,3942
5854,4.123105625617661,3960
5855,4.123105625617661,7950
5856,4.123105625617661,7988
5857,4.123105625617661,3997
5858,4.123105625617661,8037
5859,4.123105625617661,4034
5860,4.123105625617661,8142
5861,4.123105625617661,2037
5862,4.10674381680141,4244
5863,4.10674381680141,4323
5864,4.10674381680141,8925
5865,4.10674381680141,4483
5866,4.10674381680141,2262
5867,4.10674381680141,9129
5868,4.10674381680141,4644
5869,4.10674381680141,9581
5870,4.10674381680141,9769
5871,4.10674381680141,4989
5872,4.10674381680141,10006
5873,4.10674381680141,10280
5874,4.10674381680141,10488
5875,4.10674381680141,10528
5876,4.10674381680141,5285
5877,4.10674381680141,11131
5878,4.10674381680141,11458
5879,4.10674381680141,1660
5880,4.10674381680141,1713
5881,4.10674381680141,7298
5882,4.10674381680141,7865
5883,4.056390622295664,8218
5884,4.056390622295664,8224
5885,4.056390622295664,8231
5886,4.056390622295664,8702
5887,4.056390622295664,4629
5888,4.056390622295664,9489
5889,4.056390622295664,2413
5890,4.056390622295664,4835
5891,4.056390622295664,4951
5892,4.056390622295664,692
5893,4.056390622295664,10511
5894,4.056390622295664,5324
5895,4.056390622295664,5484
5896,4.056390622295664,2791
5897,4.056390622295664,2892
5898,4.056390622295664,5864
5899,4.056390622295664,5863
5900,4.056390622295664,11803
5901,4.056390622295664,3002
5902,4.056390622295664,12918
5903,4.056390622295664,13033
5904,4.056390622295664,3381
5905,4.056390622295664,14070
5906,4.056390622295664,7118
5907,4.056390622295664,3582
5908,4.056390622295664,7188
5909,4.056390622295664,924
5910,4.056390622295664,7635
5911,4.056390622295664,3876
5912,4.056390622295664,1992
5913,3.9539320302563183,3819
5914,3.895999268371716,8262
5915,3.895999268371716,8261
5916,3.895999268371716,8278
5917,3.895999268371716,8279
5918,3.895999268371716,11984
5919,3.895999268371716,8416
5920,3.895999268371716,8417
5921,3.895999268371716,15110
5922,3.895999268371716,8786
5923,3.895999268371716,8785
5924,3.895999268371716,8810
5925,3.895999268371716,8809
5926,3.895999268371716,8808
5927,3.895999268371716,8817
5928,3.895999268371716,8837
5929,3.895999268371716,8836
5930,3.895999268371716,2253
5931,3.895999268371716,2255
5932,3.895999268371716,9193
5933,3.895999268371716,9194
5934,3.895999268371716,9289
5935,3.895999268371716,9291
5936,3.895999268371716,4732
5937,3.895999268371716,4734
5938,3.895999268371716,4733
5939,3.895999268371716,4744
5940,3.895999268371716,4743
5941,3.895999268371716,15156
5942,3.895999268371716,9511
5943,3.895999268371716,9512
5944,3.895999268371716,9530
5945,3.895999268371716,9531
5946,3.895999268371716,9540
5947,3.895999268371716,9539
5948,3.895999268371716,9542
5949,3.895999268371716,13270
5950,3.895999268371716,12050
5951,3.895999268371716,13759
5952,3.895999268371716,9676
5953,3.895999268371716,9678
5954,3.895999268371716,9677
5955,3.895999268371716,9784
5956,3.895999268371716,9785
5957,3.895999268371716,12298
5958,3.895999268371716,4942
5959,3.895999268371716,4943
5960,3.895999268371716,4945
5961,3.895999268371716,10126
5962,3.895999268371716,10125
5963,3.895999268371716,10221
5964,3.895999268371716,10220
5965,3.895999268371716,10282
5966,3.895999268371716,10283
5967,3.895999268371716,10294
5968,3.895999268371716,10296
5969,3.895999268371716,10295
5970,3.895999268371716,2590
5971,3.895999268371716,2589
5972,3.895999268371716,13606
5973,3.895999268371716,10444
5974,3.895999268371716,10443
5975,3.895999268371716,10462
5976,3.895999268371716,10461
5977,3.895999268371716,10463
5978,3.895999268371716,12901
5979,3.895999268371716,5299
5980,3.895999268371716,5300
5981,3.895999268371716,2658
5982,3.895999268371716,10640
5983,3.895999268371716,10639
5984,3.895999268371716,2659
5985,3.895999268371716,12899
5986,3.895999268371716,11058
5987,3.895999268371716,11057
5988,3.895999268371716,11059
5989,3.895999268371716,1396
5990,3.895999268371716,1395
5991,3.895999268371716,5589
5992,3.895999268371716,11236
5993,3.895999268371716,11238
5994,3.895999268371716,11278
5995,3.895999268371716,11277
5996,3.895999268371716,11297
5997,3.895999268371716,11296
5998,3.895999268371716,11295
5999,3.895999268371716,13987
6000,3.895999268371716,5710
6001,3.895999268371716,5709
6002,3.895999268371716,5711
6003,3.895999268371716,5762
6004,3.895999268371716,11523
6005,3.895999268371716,5761
6006,3.895999268371716,11524
6007,3.895999268371716,11558
6008,3.895999268371716,11560
6009,3.895999268371716,11559
6010,3.895999268371716,368
6011,3.895999268371716,369
6012,3.895999268371716,11966
6013,3.895999268371716,11967
6014,3.895999268371716,11982
6015,3.895999268371716,12018
6016,3.895999268371716,12020
6017,3.895999268371716,12048
6018,3.895999268371716,12049
6019,3.895999268371716,3036
6020,3.895999268371716,3038
6021,3.895999268371716,6092
6022,3.895999268371716,6091
6023,3.895999268371716,12296
6024,3.895999268371716,12322
6025,3.895999268371716,12321
6026,3.895999268371716,12323
6027,3.895999268371716,14899
6028,3.895999268371716,12489
6029,3.895999268371716,12490
6030,3.895999268371716,12491
6031,3.895999268371716,12510
6032,3.895999268371716,12509
6033,3.895999268371716,12508
6034,3.895999268371716,12602
6035,3.895999268371716,12603
6036,3.895999268371716,12625
6037,3.895999268371716,12623
6038,3.895999268371716,12624
6039,3.895999268371716,12714
6040,3.895999268371716,12715
6041,3.895999268371716,12297
6042,3.895999268371716,6420
6043,3.895999268371716,6419
6044,3.895999268371716,12849
6045,3.895999268371716,12848
6046,3.895999268371716,6442
6047,3.895999268371716,6444
6048,3.895999268371716,6443
6049,3.895999268371716,12900
6050,3.895999268371716,13206
6051,3.895999268371716,13207
6052,3.895999268371716,15113
6053,3.895999268371716,13268
6054,3.895999268371716,13269
6055,3.895999268371716,13541
6056,3.895999268371716,13446
6057,3.895999268371716,13447
6058,3.895999268371716,13454
6059,3.895999268371716,13456
6060,3.895999268371716,13455
6061,3.895999268371716,13481
6062,3.895999268371716,13480
6063,3.895999268371716,13542
6064,3.895999268371716,6772
6065,3.895999268371716,6771
6066,3.895999268371716,15198
6067,3.895999268371716,13986
6068,3.895999268371716,13594
6069,3.895999268371716,13595
6070,3.895999268371716,13604
6071,3.895999268371716,13605
6072,3.895999268371716,13646
6073,3.895999268371716,13648
6074,3.895999268371716,13647
6075,3.895999268371716,13760
6076,3.895999268371716,15197
6077,3.895999268371716,13853
6078,3.895999268371716,13988
6079,3.895999268371716,14234
6080,3.895999268371716,14233
6081,3.895999268371716,14304
6082,3.895999268371716,14303
6083,3.895999268371716,11983
6084,3.895999268371716,14384
6085,3.895999268371716,14385
6086,3.895999268371716,13851
6087,3.895999268371716,14490
6088,3.895999268371716,14491
6089,3.895999268371716,7258
6090,3.895999268371716,7259
6091,3.895999268371716,7314
6092,3.895999268371716,7315
6093,3.895999268371716,14707
6094,3.895999268371716,14674
6095,3.895999268371716,14678
6096,3.895999268371716,14675
6097,3.895999268371716,14676
6098,3.895999268371716,14680
6099,3.895999268371716,14679
6100,3.895999268371716,14706
6101,3.895999268371716,14708
6102,3.895999268371716,14741
6103,3.895999268371716,926
6104,3.895999268371716,925
6105,3.895999268371716,14900
6106,3.895999268371716,15025
6107,3.895999268371716,3741
6108,3.895999268371716,3742
6109,3.895999268371716,15026
6110,3.895999268371716,15111
6111,3.895999268371716,15114
6112,3.895999268371716,7581
6113,3.895999268371716,15155
6114,3.895999268371716,15199
6115,3.895999268371716,3816
6116,3.895999268371716,3818
6117,3.895999268371716,11237
6118,3.895999268371716,7838
6119,3.895999268371716,7839
6120,3.895999268371716,7840
6121,3.895999268371716,14742
6122,3.895999268371716,8070
6123,3.895999268371716,8069
6124,3.887701769869082,9470
6125,3.7862307193713276,8253
6126,3.7862307193713276,7209
6127,3.7862307193713276,8457
6128,3.7862307193713276,8898
6129,3.7862307193713276,2252
6130,3.7862307193713276,9119
6131,3.7862307193713276,9128
6132,3.7862307193713276,9200
6133,3.7862307193713276,4692
6134,3.7862307193713276,9418
6135,3.7862307193713276,9420
6136,3.7862307193713276,2404
6137,3.7862307193713276,4861
6138,3.7862307193713276,9740
6139,3.7862307193713276,9942
6140,3.7862307193713276,2503
6141,3.7862307193713276,10069
6142,3.7862307193713276,10186
6143,3.7862307193713276,10284
6144,3.7862307193713276,10424
6145,3.7862307193713276,5230
6146,3.7862307193713276,10491
6147,3.7862307193713276,5264
6148,3.7862307193713276,1324
6149,3.7862307193713276,5316
6150,3.7862307193713276,11002
6151,3.7862307193713276,11035
6152,3.7862307193713276,2759
6153,3.7862307193713276,2760
6154,3.7862307193713276,5542
6155,3.7862307193713276,11102
6156,3.7862307193713276,11254
6157,3.7862307193713276,11326
6158,3.7862307193713276,11327
6159,3.7862307193713276,710
6160,3.7862307193713276,11514
6161,3.7862307193713276,11625
6162,3.7862307193713276,5850
6163,3.7862307193713276,11766
6164,3.7862307193713276,1543
6165,3.7862307193713276,1558
6166,3.7862307193713276,6262
6167,3.7862307193713276,6333
6168,3.7862307193713276,12798
6169,3.7862307193713276,12818
6170,3.7862307193713276,12861
6171,3.7862307193713276,13076
6172,3.7862307193713276,13075
6173,3.7862307193713276,13088
6174,3.7862307193713276,3298
6175,3.7862307193713276,6630
6176,3.7862307193713276,6632
6177,3.7862307193713276,13437
6178,3.7862307193713276,13436
6179,3.7862307193713276,3362
6180,3.7862307193713276,13516
6181,3.7862307193713276,13680
6182,3.7862307193713276,13976
6183,3.7862307193713276,14078
6184,3.7862307193713276,7238
6185,3.7862307193713276,7430
6186,3.7862307193713276,3728
6187,3.7862307193713276,7713
6188,3.7862307193713276,3856
6189,3.7862307193713276,8027
6190,3.7862307193713276,4040
6191,3.7862307193713276,8090
6192,3.6811254432415237,8345
6193,3.6811254432415237,4843
6194,3.6811254432415237,2642
6195,3.6811254432415237,10877
6196,3.6811254432415237,6301
6197,3.6811254432415237,6833
6198,3.6811254432415237,7053
6199,3.6281460698983117,8200
6200,3.6281460698983117,9395
6201,3.6281460698983117,5225
6202,3.6281460698983117,10712
6203,3.6281460698983117,1372
6204,3.6281460698983117,12029
6205,3.6281460698983117,6821
6206,3.6281460698983117,923
6207,3.6281460698983117,7412
6208,3.6281460698983117,933
6209,3.6281460698983117,7604
6210,3.6281460698983117,7714
6211,3.6281460698983117,7734
6212,3.6281460698983117,1004
6213,3.605551275463989,7336
6214,3.605551275463989,8393
6215,3.605551275463989,8514
6216,3.605551275463989,4277
6217,3.605551275463989,1090
6218,3.605551275463989,4543
6219,3.605551275463989,9421
6220,3.605551275463989,9593
6221,3.605551275463989,4805
6222,3.605551275463989,5019
6223,3.605551275463989,2543
6224,3.605551275463989,10227
6225,3.605551275463989,11968
6226,3.605551275463989,5168
6227,3.605551275463989,10381
6228,3.605551275463989,10570
6229,3.605551275463989,5307
6230,3.605551275463989,10666
6231,3.605551275463989,10680
6232,3.605551275463989,10692
6233,3.605551275463989,11047
6234,3.605551275463989,5595
6235,3.605551275463989,11350
6236,3.605551275463989,5694
6237,3.605551275463989,2923
6238,3.605551275463989,13683
6239,3.605551275463989,12071
6240,3.605551275463989,12125
6241,3.605551275463989,12130
6242,3.605551275463989,12333
6243,3.605551275463989,12577
6244,3.605551275463989,12688
6245,3.605551275463989,6458
6246,3.605551275463989,406
6247,3.605551275463989,13152
6248,3.605551275463989,13182
6249,3.605551275463989,3325
6250,3.605551275463989,13363
6251,3.605551275463989,13385
6252,3.605551275463989,6872
6253,3.605551275463989,3520
6254,3.605551275463989,446
6255,3.605551275463989,7379
6256,3.605551275463989,7442
6257,3.605551275463989,14991
6258,3.605551275463989,3861
6259,3.605551275463989,7728
6260,3.605551275463989,12113
6261,3.3449853988979954,2057
6262,3.3449853988979954,8655
6263,3.3449853988979954,1114
6264,3.3449853988979954,9133
6265,3.3449853988979954,4615
6266,3.3449853988979954,9477
6267,3.3449853988979954,4853
6268,3.3449853988979954,9778
6269,3.3449853988979954,5222
6270,3.3449853988979954,10490
6271,3.3449853988979954,10531
6272,3.3449853988979954,10594
6273,3.3449853988979954,10803
6274,3.3449853988979954,2706
6275,3.3449853988979954,10843
6276,3.3449853988979954,10871
6277,3.3449853988979954,2730
6278,3.3449853988979954,5635
6279,3.3449853988979954,11357
6280,3.3449853988979954,5679
6281,3.3449853988979954,11397
6282,3.3449853988979954,5790
6283,3.3449853988979954,2904
6284,3.3449853988979954,11627
6285,3.3449853988979954,726
6286,3.3449853988979954,2937
6287,3.3449853988979954,11993
6288,3.3449853988979954,1507
6289,3.3449853988979954,6047
6290,3.3449853988979954,12198
6291,3.3449853988979954,6136
6292,3.3449853988979954,12548
6293,3.3449853988979954,12673
6294,3.3449853988979954,6373
6295,3.3449853988979954,3223
6296,3.3449853988979954,820
6297,3.3449853988979954,6577
6298,3.3449853988979954,822
6299,3.3449853988979954,15112
6300,3.3449853988979954,13185
6301,3.3449853988979954,13322
6302,3.3449853988979954,3365
6303,3.3449853988979954,13870
6304,3.3449853988979954,6904
6305,3.3449853988979954,1866
6306,3.3449853988979954,13
6307,3.3449853988979954,7746
6308,3.3449853988979954,7957
6309,3.3109627157284325,4109
6310,3.3109627157284325,4131
6311,3.3109627157284325,4193
6312,3.3109627157284325,4208
6313,3.3109627157284325,8582
6314,3.3109627157284325,1088
6315,3.3109627157284325,8928
6316,3.3109627157284325,4500
6317,3.3109627157284325,4538
6318,3.3109627157284325,2269
6319,3.3109627157284325,9224
6320,3.3109627157284325,9249
6321,3.3109627157284325,2329
6322,3.3109627157284325,2356
6323,3.3109627157284325,12969
6324,3.3109627157284325,9523
6325,3.3109627157284325,9596
6326,3.3109627157284325,9899
6327,3.3109627157284325,4953
6328,3.3109627157284325,889
6329,3.3109627157284325,10051
6330,3.3109627157284325,2540
6331,3.3109627157284325,5125
6332,3.3109627157284325,10302
6333,3.3109627157284325,5154
6334,3.3109627157284325,5170
6335,3.3109627157284325,10584
6336,3.3109627157284325,10590
6337,3.3109627157284325,10596
6338,3.3109627157284325,5340
6339,3.3109627157284325,5516
6340,3.3109627157284325,11323
6341,3.3109627157284325,5697
6342,3.3109627157284325,2852
6343,3.3109627157284325,5726
6344,3.3109627157284325,5847
6345,3.3109627157284325,1476
6346,3.3109627157284325,12205
6347,3.3109627157284325,6121
6348,3.3109627157284325,6186
6349,3.3109627157284325,3105
6350,3.3109627157284325,12555
6351,3.3109627157284325,12596
6352,3.3109627157284325,6358
6353,3.3109627157284325,6393
6354,3.3109627157284325,6417
6355,3.3109627157284325,12835
6356,3.3109627157284325,12886
6357,3.3109627157284325,3227
6358,3.3109627157284325,6473
6359,3.3109627157284325,3239
6360,3.3109627157284325,13141
6361,3.3109627157284325,1670
6362,3.3109627157284325,13398
6363,3.3109627157284325,13544
6364,3.3109627157284325,12895
6365,3.3109627157284325,853
6366,3.3109627157284325,13867
6367,3.3109627157284325,6936
6368,3.3109627157284325,14025
6369,3.3109627157284325,3594
6370,3.3109627157284325,1805
6371,3.3109627157284325,14521
6372,3.3109627157284325,14624
6373,3.3109627157284325,15179
6374,3.3109627157284325,3720
6375,3.3109627157284325,1901
6376,3.3109627157284325,1911
6377,3.3109627157284325,1924
6378,3.3109627157284325,7791
6379,3.3109627157284325,8171
6380,3.1622776601683795,1034
6381,3.1622776601683795,2084
6382,3.1622776601683795,8365
6383,3.1622776601683795,8391
6384,3.1622776601683795,8432
6385,3.1622776601683795,1061
6386,3.1622776601683795,2124
6387,3.1622776601683795,13721
6388,3.1622776601683795,1069
6389,3.1622776601683795,4283
6390,3.1622776601683795,2149
6391,3.1622776601683795,1081
6392,3.1622776601683795,4336
6393,3.1622776601683795,6926
6394,3.1622776601683795,4396
6395,3.1622776601683795,2197
6396,3.1622776601683795,4412
6397,3.1622776601683795,8828
6398,3.1622776601683795,4431
6399,3.1622776601683795,2225
6400,3.1622776601683795,4498
6401,3.1622776601683795,9004
6402,3.1622776601683795,9009
6403,3.1622776601683795,9037
6404,3.1622776601683795,2980
6405,3.1622776601683795,9076
6406,3.1622776601683795,4541
6407,3.1622776601683795,4558
6408,3.1622776601683795,9126
6409,3.1622776601683795,9150
6410,3.1622776601683795,6200
6411,3.1622776601683795,9199
6412,3.1622776601683795,9211
6413,3.1622776601683795,9251
6414,3.1622776601683795,4648
6415,3.1622776601683795,13282
6416,3.1622776601683795,4650
6417,3.1622776601683795,4686
6418,3.1622776601683795,4717
6419,3.1622776601683795,2359
6420,3.1622776601683795,9450
6421,3.1622776601683795,4751
6422,3.1622776601683795,4757
6423,3.1622776601683795,9544
6424,3.1622776601683795,4792
6425,3.1622776601683795,2401
6426,3.1622776601683795,4866
6427,3.1622776601683795,4870
6428,3.1622776601683795,4879
6429,3.1622776601683795,4880
6430,3.1622776601683795,2469
6431,3.1622776601683795,9971
6432,3.1622776601683795,1246
6433,3.1622776601683795,9984
6434,3.1622776601683795,10030
6435,3.1622776601683795,5071
6436,3.1622776601683795,5072
6437,3.1622776601683795,1269
6438,3.1622776601683795,1270
6439,3.1622776601683795,10180
6440,3.1622776601683795,10208
6441,3.1622776601683795,5108
6442,3.1622776601683795,5111
6443,3.1622776601683795,5115
6444,3.1622776601683795,10238
6445,3.1622776601683795,10312
6446,3.1622776601683795,1288
6447,3.1622776601683795,5215
6448,3.1622776601683795,13423
6449,3.1622776601683795,10486
6450,3.1622776601683795,10540
6451,3.1622776601683795,10552
6452,3.1622776601683795,2637
6453,3.1622776601683795,2649
6454,3.1622776601683795,5364
6455,3.1622776601683795,10753
6456,3.1622776601683795,5382
6457,3.1622776601683795,2696
6458,3.1622776601683795,5397
6459,3.1622776601683795,10849
6460,3.1622776601683795,10904
6461,3.1622776601683795,10981
6462,3.1622776601683795,1373
6463,3.1622776601683795,2771
6464,3.1622776601683795,11110
6465,3.1622776601683795,1388
6466,3.1622776601683795,3575
6467,3.1622776601683795,11170
6468,3.1622776601683795,11208
6469,3.1622776601683795,14052
6470,3.1622776601683795,11259
6471,3.1622776601683795,5652
6472,3.1622776601683795,12436
6473,3.1622776601683795,11563
6474,3.1622776601683795,2905
6475,3.1622776601683795,11748
6476,3.1622776601683795,11774
6477,3.1622776601683795,11927
6478,3.1622776601683795,1491
6479,3.1622776601683795,12027
6480,3.1622776601683795,11988
6481,3.1622776601683795,6093
6482,3.1622776601683795,3046
6483,3.1622776601683795,12218
6484,3.1622776601683795,12347
6485,3.1622776601683795,12444
6486,3.1622776601683795,6222
6487,3.1622776601683795,12553
6488,3.1622776601683795,12572
6489,3.1622776601683795,12580
6490,3.1622776601683795,12587
6491,3.1622776601683795,12622
6492,3.1622776601683795,12691
6493,3.1622776601683795,6346
6494,3.1622776601683795,12692
6495,3.1622776601683795,12695
6496,3.1622776601683795,12697
6497,3.1622776601683795,12731
6498,3.1622776601683795,3190
6499,3.1622776601683795,12780
6500,3.1622776601683795,12802
6501,3.1622776601683795,399
6502,3.1622776601683795,6413
6503,3.1622776601683795,6435
6504,3.1622776601683795,6451
6505,3.1622776601683795,3235
6506,3.1622776601683795,11897
6507,3.1622776601683795,13077
6508,3.1622776601683795,6546
6509,3.1622776601683795,830
6510,3.1622776601683795,6655
6511,3.1622776601683795,13407
6512,3.1622776601683795,6718
6513,3.1622776601683795,13465
6514,3.1622776601683795,13615
6515,3.1622776601683795,3461
6516,3.1622776601683795,3485
6517,3.1622776601683795,6979
6518,3.1622776601683795,6980
6519,3.1622776601683795,14011
6520,3.1622776601683795,3503
6521,3.1622776601683795,7013
6522,3.1622776601683795,14051
6523,3.1622776601683795,1500
6524,3.1622776601683795,14088
6525,3.1622776601683795,14105
6526,3.1622776601683795,3526
6527,3.1622776601683795,14302
6528,3.1622776601683795,14309
6529,3.1622776601683795,3576
6530,3.1622776601683795,14313
6531,3.1622776601683795,1792
6532,3.1622776601683795,14641
6533,3.1622776601683795,14714
6534,3.1622776601683795,12167
6535,3.1622776601683795,7475
6536,3.1622776601683795,7485
6537,3.1622776601683795,233
6538,3.1622776601683795,1878
6539,3.1622776601683795,1883
6540,3.1622776601683795,3781
6541,3.1622776601683795,7574
6542,3.1622776601683795,3806
6543,3.1622776601683795,7651
6544,3.1622776601683795,7675
6545,3.1622776601683795,968
6546,3.1622776601683795,1937
6547,3.1622776601683795,3880
6548,3.1622776601683795,484
6549,3.1622776601683795,3891
6550,3.1622776601683795,1972
6551,3.1622776601683795,3984
6552,3.1622776601683795,7974
6553,3.1622776601683795,4000
6554,3.1622776601683795,8026
6555,3.1622776601683795,8042
6556,3.1622776601683795,1012
6557,3.1622776601683795,505
6558,3.1622776601683795,8165
6559,3.1622776601683795,4092
6560,2.9039064014562017,2047
6561,2.9039064014562017,4127
6562,2.9039064014562017,8258
6563,2.9039064014562017,13923
6564,2.9039064014562017,4134
6565,2.9039064014562017,8277
6566,2.9039064014562017,4144
6567,2.9039064014562017,13581
6568,2.9039064014562017,6614
6569,2.9039064014562017,8321
6570,2.9039064014562017,8331
6571,2.9039064014562017,2092
6572,2.9039064014562017,8440
6573,2.9039064014562017,4232
6574,2.9039064014562017,4251
6575,2.9039064014562017,4258
6576,2.9039064014562017,8524
6577,2.9039064014562017,8619
6578,2.9039064014562017,8656
6579,2.9039064014562017,8662
6580,2.9039064014562017,8692
6581,2.9039064014562017,8694
6582,2.9039064014562017,4358
6583,2.9039064014562017,4376
6584,2.9039064014562017,13546
6585,2.9039064014562017,8781
6586,2.9039064014562017,8793
6587,2.9039064014562017,14746
6588,2.9039064014562017,4443
6589,2.9039064014562017,8907
6590,2.9039064014562017,8915
6591,2.9039064014562017,8986
6592,2.9039064014562017,9022
6593,2.9039064014562017,9040
6594,2.9039064014562017,2265
6595,2.9039064014562017,4544
6596,2.9039064014562017,4549
6597,2.9039064014562017,4554
6598,2.9039064014562017,4562
6599,2.9039064014562017,2288
6600,2.9039064014562017,1144
6601,2.9039064014562017,4591
6602,2.9039064014562017,9195
6603,2.9039064014562017,9217
6604,2.9039064014562017,9223
6605,2.9039064014562017,9350
6606,2.9039064014562017,9375
6607,2.9039064014562017,4698
6608,2.9039064014562017,9415
6609,2.9039064014562017,9456
6610,2.9039064014562017,4735
6611,2.9039064014562017,4742
6612,2.9039064014562017,9499
6613,2.9039064014562017,9513
6614,2.9039064014562017,594
6615,2.9039064014562017,148
6616,2.9039064014562017,4774
6617,2.9039064014562017,9560
6618,2.9039064014562017,2396
6619,2.9039064014562017,9606
6620,2.9039064014562017,4810
6621,2.9039064014562017,9645
6622,2.9039064014562017,9689
6623,2.9039064014562017,12947
6624,2.9039064014562017,14426
6625,2.9039064014562017,1234
6626,2.9039064014562017,1244
6627,2.9039064014562017,9979
6628,2.9039064014562017,9995
6629,2.9039064014562017,10005
6630,2.9039064014562017,10034
6631,2.9039064014562017,2524
6632,2.9039064014562017,10120
6633,2.9039064014562017,10196
6634,2.9039064014562017,10195
6635,2.9039064014562017,5101
6636,2.9039064014562017,13715
6637,2.9039064014562017,2566
6638,2.9039064014562017,10308
6639,2.9039064014562017,5165
6640,2.9039064014562017,1293
6641,2.9039064014562017,6159
6642,2.9039064014562017,10405
6643,2.9039064014562017,1301
6644,2.9039064014562017,10417
6645,2.9039064014562017,5207
6646,2.9039064014562017,10446
