,k,run time,average cover size,S
0,1,0.03402919999999998,191.0884,[1143]
1,2,0.03503339999999966,196.4468,"[1143, 6655]"
2,3,0.03619919999999999,202.5368,"[1143, 6655, 6555]"
3,4,0.03683119999999995,210.4778,"[1143, 6655, 6555, 6932]"
4,5,0.03738709999999967,213.2291,"[1143, 6655, 6555, 6932, 1689]"
5,6,0.03792459999999975,219.261,"[1143, 6655, 6555, 6932, 1689, 7324]"
6,7,0.03837069999999976,234.0308,"[1143, 6655, 6555, 6932, 1689, 7324, 7338]"
7,8,0.03881990000000002,255.0567,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848]"
8,9,0.039316399999999696,255.9681,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859]"
9,10,0.039843299999999804,260.4408,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859, 7369]"
10,11,0.04021859999999977,269.4173,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859, 7369, 604]"
11,12,0.04055159999999969,276.1418,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859, 7369, 604, 7315]"
12,13,0.040956699999999735,277.3135,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859, 7369, 604, 7315, 7102]"
13,14,0.041334299999999935,284.1277,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859, 7369, 604, 7315, 7102, 7155]"
14,15,0.04170069999999981,288.4228,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859, 7369, 604, 7315, 7102, 7155, 435]"
15,16,0.0420742999999999,293.6108,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859, 7369, 604, 7315, 7102, 7155, 435, 4466]"
16,17,0.04244519999999996,294.7056,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859, 7369, 604, 7315, 7102, 7155, 435, 4466, 6765]"
17,18,0.0428124999999997,298.2623,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859, 7369, 604, 7315, 7102, 7155, 435, 4466, 6765, 6467]"
18,19,0.04315530000000001,304.8196,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859, 7369, 604, 7315, 7102, 7155, 435, 4466, 6765, 6467, 6486]"
19,20,0.04348770000000002,309.4604,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859, 7369, 604, 7315, 7102, 7155, 435, 4466, 6765, 6467, 6486, 5121]"
20,21,0.043762999999999774,313.3024,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859, 7369, 604, 7315, 7102, 7155, 435, 4466, 6765, 6467, 6486, 5121, 6098]"
21,22,0.04411459999999989,321.6865,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859, 7369, 604, 7315, 7102, 7155, 435, 4466, 6765, 6467, 6486, 5121, 6098, 6572]"
22,23,0.0444005999999999,325.6052,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859, 7369, 604, 7315, 7102, 7155, 435, 4466, 6765, 6467, 6486, 5121, 6098, 6572, 7286]"
23,24,0.04472119999999968,327.3603,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859, 7369, 604, 7315, 7102, 7155, 435, 4466, 6765, 6467, 6486, 5121, 6098, 6572, 7286, 5529]"
24,25,0.04508969999999968,331.5744,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859, 7369, 604, 7315, 7102, 7155, 435, 4466, 6765, 6467, 6486, 5121, 6098, 6572, 7286, 5529, 865]"
25,26,0.045393399999999584,333.5008,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859, 7369, 604, 7315, 7102, 7155, 435, 4466, 6765, 6467, 6486, 5121, 6098, 6572, 7286, 5529, 865, 5351]"
26,27,0.04581020000000002,335.1361,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859, 7369, 604, 7315, 7102, 7155, 435, 4466, 6765, 6467, 6486, 5121, 6098, 6572, 7286, 5529, 865, 5351, 5345]"
27,28,0.04613149999999999,340.4242,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859, 7369, 604, 7315, 7102, 7155, 435, 4466, 6765, 6467, 6486, 5121, 6098, 6572, 7286, 5529, 865, 5351, 5345, 636]"
28,29,0.046405599999999936,340.7531,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859, 7369, 604, 7315, 7102, 7155, 435, 4466, 6765, 6467, 6486, 5121, 6098, 6572, 7286, 5529, 865, 5351, 5345, 636, 897]"
29,30,0.04674149999999999,344.4685,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859, 7369, 604, 7315, 7102, 7155, 435, 4466, 6765, 6467, 6486, 5121, 6098, 6572, 7286, 5529, 865, 5351, 5345, 636, 897, 6800]"
30,31,0.04700409999999966,345.283,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859, 7369, 604, 7315, 7102, 7155, 435, 4466, 6765, 6467, 6486, 5121, 6098, 6572, 7286, 5529, 865, 5351, 5345, 636, 897, 6800, 5484]"
31,32,0.0473220999999997,348.2348,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859, 7369, 604, 7315, 7102, 7155, 435, 4466, 6765, 6467, 6486, 5121, 6098, 6572, 7286, 5529, 865, 5351, 5345, 636, 897, 6800, 5484, 6768]"
32,33,0.04781459999999971,352.6362,"[1143, 6655, 6555, 6932, 1689, 7324, 7338, 5848, 6859, 7369, 604, 7315, 7102, 7155, 435, 4466, 6765, 6467, 6486, 5121, 6098, 6572, 7286, 5529, 865, 5351, 5345, 636, 897, 6800, 5484, 6768, 1227]"
